Dates,County,States,Vehicle_Primary_Use,Battery_EV,PlugIn_Hybrid _EV,EV_Total,NEV_Total,Total_Vehicles,Percent_EV
October 31 2019,Lewis,WA,Passenger,108,104,212,59441,59653,0.36
November 30 2020,Yakima,WA,Truck,0,0,0,60766,60766,0
October 31 2019,Island,WA,Truck,0,0,0,21308,21308,0
June 30 2021,Walla Walla,WA,Truck,0,0,0,14074,14074,0
June 30 2021,Skamania,WA,Passenger,44,34,78,8397,8475,0.92
June 30 2017,Kittitas,WA,Passenger,22,17,39,27577,27616,0.14
April 30 2022,Okanogan,WA,Truck,0,0,0,16674,16674,0
April 30 2017,Pierce,WA,Passenger,917,807,1724,525651,527375,0.33
January 31 2022,Snohomish,WA,Passenger,7216,2276,9492,536382,545874,1.74
December 31 2022,Island,WA,Truck,17,0,17,21198,21215,0.08
May 31 2020,King,WA,Truck,5,1,6,181382,181388,0
August 31 2021,Douglas,WA,Truck,0,0,0,12679,12679,0
August 31 2022,Pend Oreille,WA,Passenger,18,12,30,9016,9046,0.33
May 31 2022,Chelan,WA,Passenger,450,126,576,54346,54922,1.05
April 30 2019,Lewis,WA,Truck,0,0,0,25825,25825,0
June 30 2021,Snohomish,WA,Passenger,5881,2046,7927,540129,548056,1.45
December 31 2020,Island,WA,Passenger,507,290,797,62921,63718,1.25
January 31 2022,Spokane,WA,Passenger,1346,766,2112,326387,328499,0.64
December 31 2021,Douglas,WA,Passenger,116,56,172,28600,28772,0.6
July 31 2022,Klickitat,WA,Passenger,106,56,162,15179,15341,1.06
March 31 2023,Mason,WA,Truck,11,0,11,20832,20843,0.05
May 31 2017,Kitsap,WA,Passenger,595,302,897,172829,173726,0.52
September 30 2023,Douglas,WA,Passenger,225,71,296,28706,29002,1.02
July 31 2023,Columbia,WA,Passenger,11,1,12,2425,2437,0.49
December 31 2020,Klickitat,WA,Truck,0,0,0,8085,8085,0
April 30 2022,King,WA,Truck,26,1,27,181682,181709,0.01
April 30 2017,Kitsap,WA,Truck,1,0,1,52312,52313,0
July 31 2018,Jefferson,WA,Passenger,147,99,246,24579,24825,0.99
August 31 2020,Grant,WA,Passenger,66,75,141,65386,65527,0.22
April 30 2018,Whatcom,WA,Truck,2,0,2,42124,42126,0
September 30 2017,San Juan,WA,Passenger,117,42,159,13673,13832,1.15
April 30 2020,Pacific,WA,Passenger,30,34,64,15832,15896,0.4
February 28 2021,Whatcom,WA,Truck,3,0,3,43626,43629,0.01
January 31 2023,Mason,WA,Truck,8,0,8,20867,20875,0.04
March 31 2019,San Juan,WA,Passenger,197,70,267,14285,14552,1.83
March 31 2021,Asotin,WA,Truck,0,0,0,6723,6723,0
May 31 2022,Ferry,WA,Passenger,20,4,24,4434,4458,0.54
May 31 2017,Yakima,WA,Truck,0,0,0,57279,57279,0
November 30 2018,Lincoln,WA,Passenger,2,6,8,7771,7779,0.1
October 31 2022,Wahkiakum,WA,Truck,1,0,1,1798,1799,0.06
March 31 2023,Whitman,WA,Passenger,131,71,202,22011,22213,0.91
January 31 2022,Klickitat,WA,Passenger,90,54,144,15301,15445,0.93
December 31 2022,Mason,WA,Truck,6,0,6,20837,20843,0.03
November 30 2022,Clark,WA,Passenger,4777,1976,6753,314796,321549,2.1
October 31 2020,Pierce,WA,Truck,0,0,0,144337,144337,0
November 30 2018,Wahkiakum,WA,Truck,0,0,0,1704,1704,0
April 30 2018,Garfield,WA,Passenger,1,0,1,1330,1331,0.08
June 30 2019,Skamania,WA,Truck,0,0,0,4061,4061,0
November 30 2018,Klickitat,WA,Passenger,23,32,55,15420,15475,0.36
March 31 2017,Franklin,WA,Passenger,26,47,73,55304,55377,0.13
May 31 2021,Whatcom,WA,Passenger,1386,596,1982,150916,152898,1.3
November 30 2021,Spokane,WA,Passenger,1259,748,2007,326798,328805,0.61
November 30 2020,Walla Walla,WA,Passenger,95,66,161,36055,36216,0.44
December 31 2019,Jefferson,WA,Truck,0,0,0,9644,9644,0
April 30 2021,Skagit,WA,Truck,1,0,1,33013,33014,0
July 31 2018,Grays Harbor,WA,Truck,0,0,0,20222,20222,0
December 31 2021,Pend Oreille,WA,Truck,0,0,0,5698,5698,0
October 31 2021,Pierce,WA,Passenger,4000,2080,6080,557433,563513,1.08
November 30 2018,Yakima,WA,Truck,0,0,0,58746,58746,0
June 30 2020,Whitman,WA,Truck,0,0,0,8511,8511,0
August 31 2019,Kittitas,WA,Passenger,79,44,123,29744,29867,0.41
February 29 2020,Ferry,WA,Truck,0,0,0,3583,3583,0
December 31 2019,Wahkiakum,WA,Truck,0,0,0,1754,1754,0
February 29 2020,Garfield,WA,Passenger,0,1,1,1348,1349,0.07
December 31 2019,San Juan,WA,Truck,0,0,0,5931,5931,0
February 28 2021,Thurston,WA,Truck,0,0,0,56432,56432,0
September 30 2017,Yakima,WA,Passenger,57,69,126,160605,160731,0.08
September 30 2019,Okanogan,WA,Passenger,24,26,50,26231,26281,0.19
June 30 2021,Clallam,WA,Passenger,329,217,546,50486,51032,1.07
July 31 2023,San Juan,WA,Passenger,627,174,801,13784,14585,5.49
February 28 2022,San Juan,WA,Truck,1,0,1,6016,6017,0.02
January 31 2021,Columbia,WA,Passenger,5,3,8,2451,2459,0.33
July 31 2017,Snohomish,WA,Truck,1,0,1,121770,121771,0
August 31 2019,Columbia,WA,Truck,0,0,0,1531,1531,0
December 31 2022,Grant,WA,Passenger,231,112,343,66811,67154,0.51
August 31 2020,Wahkiakum,WA,Passenger,6,6,12,3028,3040,0.39
January 31 2019,Grant,WA,Passenger,33,53,86,64359,64445,0.13
January 31 2020,Walla Walla,WA,Truck,0,0,0,13708,13708,0
February 28 2021,Franklin,WA,Truck,0,0,0,20507,20507,0
November 30 2018,San Juan,WA,Truck,0,0,0,5803,5803,0
January 31 2017,Pierce,WA,Passenger,822,751,1573,528213,529786,0.3
September 30 2022,Walla Walla,WA,Passenger,187,104,291,35808,36099,0.81
October 31 2020,Skagit,WA,Passenger,466,231,697,91494,92191,0.76
February 28 2022,Adams,WA,Truck,0,0,0,5458,5458,0
February 28 2023,Island,WA,Truck,20,0,20,21079,21099,0.09
June 30 2019,Skagit,WA,Truck,1,0,1,32438,32439,0
November 30 2022,Grays Harbor,WA,Truck,3,0,3,21098,21101,0.01
September 30 2021,Clark,WA,Passenger,3150,1484,4634,321633,326267,1.42
September 30 2021,Skagit,WA,Passenger,640,291,931,91629,92560,1.01
December 31 2021,Ferry,WA,Passenger,14,3,17,4442,4459,0.38
February 28 2019,Cowlitz,WA,Passenger,82,100,182,72433,72615,0.25
October 31 2017,Kitsap,WA,Passenger,661,355,1016,174866,175882,0.58
April 30 2022,Skamania,WA,Passenger,67,46,113,8212,8325,1.36
September 30 2020,Whatcom,WA,Passenger,1140,525,1665,149351,151016,1.1
July 31 2017,Grays Harbor,WA,Truck,0,0,0,19891,19891,0
February 29 2020,Walla Walla,WA,Truck,0,0,0,13699,13699,0
July 31 2023,Lewis,WA,Truck,7,0,7,25981,25988,0.03
January 31 2018,Jefferson,WA,Truck,0,0,0,9479,9479,0
April 30 2022,Ferry,WA,Passenger,19,4,23,4405,4428,0.52
August 31 2020,Ferry,WA,Truck,0,0,0,3583,3583,0
June 30 2022,Benton,WA,Truck,3,0,3,43559,43562,0.01
October 31 2021,Clark,WA,Truck,0,0,0,83997,83997,0
June 30 2023,Clark,WA,Passenger,5869,2338,8207,313797,322004,2.55
April 30 2019,Wahkiakum,WA,Passenger,1,1,2,3012,3014,0.07
July 31 2020,Skamania,WA,Truck,0,0,0,4030,4030,0
January 31 2019,Island,WA,Truck,0,0,0,21200,21200,0
February 28 2018,Grant,WA,Passenger,31,38,69,62314,62383,0.11
April 30 2020,Pierce,WA,Passenger,2347,1680,4027,548617,552644,0.73
June 30 2017,Ferry,WA,Truck,0,0,0,3539,3539,0
December 31 2019,Grant,WA,Truck,0,0,0,26996,26996,0
January 31 2024,Lincoln,WA,Passenger,23,26,49,7446,7495,0.65
April 30 2018,Columbia,WA,Passenger,2,1,3,2414,2417,0.12
April 30 2023,Wahkiakum,WA,Passenger,26,16,42,3047,3089,1.36
June 30 2023,Douglas,WA,Truck,6,0,6,12996,13002,0.05
April 30 2021,Chelan,WA,Truck,0,0,0,23057,23057,0
January 31 2021,Wahkiakum,WA,Truck,0,0,0,1768,1768,0
February 28 2023,Kitsap,WA,Passenger,2890,1168,4058,176536,180594,2.25
January 31 2024,Skagit,WA,Passenger,1361,484,1845,87047,88892,2.08
March 31 2020,San Juan,WA,Truck,0,0,0,5929,5929,0
February 29 2020,Thurston,WA,Passenger,1109,724,1833,198860,200693,0.91
March 31 2021,Snohomish,WA,Passenger,5380,1929,7309,538734,546043,1.34
August 31 2021,Whitman,WA,Passenger,63,52,115,21903,22018,0.52
February 28 2021,Walla Walla,WA,Truck,0,0,0,13906,13906,0
April 30 2023,Klickitat,WA,Truck,8,0,8,8267,8275,0.1
January 31 2022,Clark,WA,Truck,2,0,2,83851,83853,0
January 31 2024,Clallam,WA,Passenger,680,316,996,48039,49035,2.03
November 30 2017,Pacific,WA,Truck,0,0,0,7535,7535,0
January 31 2021,San Juan,WA,Passenger,377,113,490,14017,14507,3.38
February 28 2019,Benton,WA,Passenger,232,245,477,132982,133459,0.36
November 30 2023,Grant,WA,Passenger,352,156,508,66828,67336,0.75
December 31 2022,Pacific,WA,Passenger,74,80,154,15712,15866,0.97
January 31 2022,Whatcom,WA,Truck,3,0,3,43583,43586,0.01
October 31 2023,Skagit,WA,Passenger,1269,456,1725,88380,90105,1.91
September 30 2023,Clallam,WA,Truck,19,0,19,21624,21643,0.09
May 31 2021,Kitsap,WA,Truck,0,0,0,54509,54509,0
September 30 2022,Skagit,WA,Passenger,868,349,1217,89605,90822,1.34
November 30 2020,Skamania,WA,Passenger,33,21,54,8300,8354,0.65
May 31 2022,Okanogan,WA,Passenger,82,51,133,26395,26528,0.5
February 28 2018,Pierce,WA,Passenger,1116,1028,2144,526313,528457,0.41
January 31 2023,Clallam,WA,Passenger,499,267,766,49342,50108,1.53
August 31 2019,Klickitat,WA,Passenger,37,35,72,15622,15694,0.46
February 28 2021,Pierce,WA,Truck,0,0,0,144959,144959,0
August 31 2022,Whitman,WA,Truck,2,0,2,8563,8565,0.02
May 31 2019,Franklin,WA,Passenger,52,70,122,59778,59900,0.2
November 30 2020,Island,WA,Truck,0,0,0,21282,21282,0
March 31 2020,Asotin,WA,Truck,0,0,0,6670,6670,0
May 31 2023,Columbia,WA,Passenger,9,1,10,2415,2425,0.41
November 30 2023,Clallam,WA,Truck,26,0,26,21410,21436,0.12
August 31 2018,Pend Oreille,WA,Truck,0,0,0,5718,5718,0
December 31 2021,Whitman,WA,Passenger,67,59,126,21946,22072,0.57
April 30 2022,Island,WA,Passenger,778,366,1144,62060,63204,1.81
June 30 2018,Columbia,WA,Passenger,2,2,4,2424,2428,0.16
May 31 2019,Pacific,WA,Passenger,24,28,52,15948,16000,0.32
November 30 2022,Columbia,WA,Truck,0,0,0,1586,1586,0
November 30 2019,Spokane,WA,Passenger,630,470,1100,314563,315663,0.35
May 31 2021,Walla Walla,WA,Truck,0,0,0,14039,14039,0
October 31 2017,Thurston,WA,Truck,0,0,0,53579,53579,0
January 31 2017,Skagit,WA,Truck,1,0,1,31404,31405,0
April 30 2021,Thurston,WA,Passenger,1494,833,2327,197868,200195,1.16
November 30 2019,Okanogan,WA,Passenger,27,30,57,26228,26285,0.22
July 31 2017,Stevens,WA,Truck,0,0,0,18209,18209,0
November 30 2019,Kitsap,WA,Passenger,1190,649,1839,182186,184025,1
December 31 2021,Grays Harbor,WA,Truck,0,0,0,21382,21382,0
April 30 2017,Garfield,WA,Truck,0,0,0,937,937,0
September 30 2023,Jefferson,WA,Truck,12,0,12,9255,9267,0.13
August 31 2020,Pierce,WA,Truck,0,0,0,143354,143354,0
May 31 2023,Wahkiakum,WA,Passenger,25,17,42,3032,3074,1.37
July 31 2017,Kittitas,WA,Truck,0,0,0,13582,13582,0
September 30 2018,King,WA,Truck,7,1,8,182840,182848,0
September 30 2023,Kittitas,WA,Passenger,397,109,506,29237,29743,1.7
July 31 2023,Lincoln,WA,Passenger,19,20,39,7634,7673,0.51
April 30 2021,Island,WA,Truck,0,0,0,21530,21530,0
March 31 2021,Ferry,WA,Truck,0,0,0,3625,3625,0
March 31 2017,Cowlitz,WA,Passenger,51,48,99,69292,69391,0.14
March 31 2021,Pend Oreille,WA,Passenger,12,6,18,9277,9295,0.19
June 30 2021,Lincoln,WA,Passenger,5,13,18,7736,7754,0.23
April 30 2023,Benton,WA,Passenger,1089,549,1638,135585,137223,1.19
January 31 2017,Grays Harbor,WA,Truck,0,0,0,19861,19861,0
November 30 2018,Chelan,WA,Passenger,135,60,195,54058,54253,0.36
January 31 2022,Yakima,WA,Passenger,294,177,471,168225,168696,0.28
February 28 2019,Pend Oreille,WA,Passenger,5,5,10,9480,9490,0.11
April 30 2020,Spokane,WA,Passenger,710,473,1183,316214,317397,0.37
December 31 2019,Douglas,WA,Passenger,67,38,105,28293,28398,0.37
March 31 2019,Grays Harbor,WA,Passenger,69,80,149,47585,47734,0.31
September 30 2021,Snohomish,WA,Truck,1,0,1,125910,125911,0
January 31 2019,Klickitat,WA,Truck,0,0,0,8224,8224,0
October 31 2019,Lincoln,WA,Passenger,2,11,13,7832,7845,0.17
August 31 2019,Snohomish,WA,Truck,0,0,0,122854,122854,0
January 31 2023,Douglas,WA,Passenger,171,57,228,28575,28803,0.79
August 31 2017,Chelan,WA,Truck,0,0,0,21364,21364,0
October 31 2018,Pacific,WA,Passenger,19,23,42,15757,15799,0.27
April 30 2023,Cowlitz,WA,Truck,8,0,8,28273,28281,0.03
November 30 2022,Garfield,WA,Truck,0,0,0,978,978,0
June 30 2017,Thurston,WA,Truck,0,0,0,53285,53285,0
March 31 2019,Adams,WA,Passenger,4,6,10,12627,12637,0.08
July 31 2022,Walla Walla,WA,Truck,1,0,1,13915,13916,0.01
July 31 2020,Skagit,WA,Passenger,423,223,646,91289,91935,0.7
August 31 2019,Skagit,WA,Truck,1,0,1,32548,32549,0
May 31 2023,Adams,WA,Truck,2,0,2,5338,5340,0.04
October 31 2023,Pierce,WA,Passenger,8914,3070,11984,524648,536632,2.23
September 30 2017,Spokane,WA,Passenger,276,229,505,298119,298624,0.17
February 28 2017,Clark,WA,Passenger,695,434,1129,297918,299047,0.38
February 28 2018,Jefferson,WA,Truck,0,0,0,9505,9505,0
October 31 2022,Clark,WA,Truck,31,0,31,82081,82112,0.04
September 30 2017,King,WA,Truck,7,1,8,186336,186344,0
December 31 2020,Whitman,WA,Passenger,51,44,95,21891,21986,0.43
November 30 2019,Whatcom,WA,Truck,2,0,2,43146,43148,0
June 30 2018,Franklin,WA,Passenger,39,66,105,57850,57955,0.18
November 30 2023,Clark,WA,Truck,135,0,135,80268,80403,0.17
October 31 2017,Asotin,WA,Passenger,7,5,12,12473,12485,0.1
January 31 2024,Ferry,WA,Passenger,25,4,29,4178,4207,0.69
April 30 2018,Skamania,WA,Truck,0,0,0,3923,3923,0
November 30 2017,Grays Harbor,WA,Passenger,42,41,83,45577,45660,0.18
March 31 2023,Kitsap,WA,Passenger,2962,1198,4160,176339,180499,2.3
January 31 2019,Lincoln,WA,Passenger,2,5,7,7755,7762,0.09
July 31 2022,Lewis,WA,Passenger,245,179,424,59665,60089,0.71
February 28 2023,Lewis,WA,Truck,4,0,4,26199,26203,0.02
June 30 2018,Lincoln,WA,Passenger,2,6,8,7684,7692,0.1
November 30 2021,Kittitas,WA,Passenger,196,75,271,29835,30106,0.9
March 31 2018,Island,WA,Passenger,175,179,354,62035,62389,0.57
July 31 2017,Ferry,WA,Truck,0,0,0,3528,3528,0
March 31 2023,Clallam,WA,Passenger,508,276,784,49244,50028,1.57
November 30 2022,Douglas,WA,Passenger,162,58,220,28485,28705,0.77
September 30 2018,Whatcom,WA,Truck,2,0,2,42433,42435,0
November 30 2022,Franklin,WA,Passenger,246,117,363,61717,62080,0.58
January 31 2022,Ferry,WA,Passenger,14,3,17,4435,4452,0.38
October 31 2021,Kitsap,WA,Truck,0,0,0,54194,54194,0
June 30 2020,Lewis,WA,Passenger,102,113,215,58166,58381,0.37
October 31 2017,Wahkiakum,WA,Passenger,0,2,2,2849,2851,0.07
December 31 2023,Franklin,WA,Truck,9,0,9,20595,20604,0.04
August 31 2020,Skamania,WA,Truck,0,0,0,4022,4022,0
September 30 2021,Lewis,WA,Passenger,185,151,336,59568,59904,0.56
May 31 2021,Island,WA,Passenger,599,310,909,63138,64047,1.42
June 30 2023,Franklin,WA,Passenger,308,139,447,62011,62458,0.72
March 31 2023,Spokane,WA,Truck,29,0,29,101798,101827,0.03
September 30 2018,San Juan,WA,Truck,0,0,0,5758,5758,0
February 29 2024,Whitman,WA,Passenger,203,112,315,21296,21611,1.46
December 31 2019,Kittitas,WA,Passenger,90,46,136,30051,30187,0.45
August 31 2019,Skagit,WA,Passenger,310,209,519,92295,92814,0.56
July 31 2020,Garfield,WA,Passenger,0,1,1,1349,1350,0.07
February 28 2018,Jefferson,WA,Passenger,127,80,207,24309,24516,0.84
February 28 2023,Jefferson,WA,Truck,9,0,9,9334,9343,0.1
July 31 2017,Benton,WA,Passenger,155,148,303,128661,128964,0.23
January 31 2019,King,WA,Truck,6,1,7,182372,182379,0
November 30 2020,Lewis,WA,Passenger,117,119,236,58627,58863,0.4
August 31 2022,Asotin,WA,Passenger,24,18,42,12584,12626,0.33
September 30 2023,Yakima,WA,Passenger,574,275,849,165968,166817,0.51
December 31 2022,Jefferson,WA,Passenger,481,230,711,24290,25001,2.84
April 30 2020,Ferry,WA,Truck,0,0,0,3544,3544,0
June 30 2023,Grays Harbor,WA,Passenger,299,187,486,48387,48873,0.99
September 30 2019,Pacific,WA,Truck,0,0,0,7673,7673,0
January 31 2024,Franklin,WA,Passenger,390,169,559,61153,61712,0.91
May 31 2020,Whatcom,WA,Passenger,1060,496,1556,149250,150806,1.03
September 30 2017,Pierce,WA,Passenger,1012,898,1910,525075,526985,0.36
April 30 2017,Yakima,WA,Truck,0,0,0,57217,57217,0
December 31 2017,Okanogan,WA,Passenger,7,18,25,25731,25756,0.1
December 31 2018,Wahkiakum,WA,Passenger,1,1,2,2977,2979,0.07
February 28 2017,Whatcom,WA,Truck,2,0,2,41328,41330,0
November 30 2020,Grant,WA,Passenger,78,79,157,65744,65901,0.24
January 31 2022,Grays Harbor,WA,Passenger,197,158,355,49323,49678,0.71
April 30 2020,Asotin,WA,Passenger,16,12,28,12442,12470,0.22
April 30 2019,Cowlitz,WA,Truck,0,0,0,28848,28848,0
February 28 2022,Lincoln,WA,Truck,0,0,0,4842,4842,0
November 30 2019,Franklin,WA,Passenger,53,75,128,60771,60899,0.21
September 30 2019,Grant,WA,Truck,0,0,0,26786,26786,0
December 31 2022,Franklin,WA,Truck,4,0,4,20957,20961,0.02
May 31 2020,Ferry,WA,Truck,0,0,0,3541,3541,0
February 28 2017,Cowlitz,WA,Truck,0,0,0,27869,27869,0
January 31 2022,Kitsap,WA,Truck,0,0,0,54093,54093,0
May 31 2018,Columbia,WA,Passenger,2,1,3,2412,2415,0.12
August 31 2022,Adams,WA,Passenger,21,9,30,12949,12979,0.23
April 30 2022,Grant,WA,Truck,0,0,0,28069,28069,0
February 28 2019,Kitsap,WA,Passenger,987,571,1558,179743,181301,0.86
July 31 2017,Grant,WA,Passenger,19,30,49,61001,61050,0.08
November 30 2022,Ferry,WA,Passenger,24,4,28,4366,4394,0.64
November 30 2023,Chelan,WA,Truck,39,0,39,22916,22955,0.17
July 31 2018,Adams,WA,Truck,0,0,0,5159,5159,0
December 31 2023,Adams,WA,Passenger,29,14,43,12930,12973,0.33
September 30 2017,Walla Walla,WA,Passenger,27,28,55,35035,35090,0.16
December 31 2019,Kitsap,WA,Truck,1,0,1,54431,54432,0
January 31 2023,Pierce,WA,Truck,97,0,97,139079,139176,0.07
March 31 2022,King,WA,Truck,25,1,26,181945,181971,0.01
April 30 2023,Thurston,WA,Passenger,2915,1195,4110,190584,194694,2.11
October 31 2019,Asotin,WA,Passenger,12,8,20,12641,12661,0.16
December 31 2022,Wahkiakum,WA,Passenger,26,13,39,3031,3070,1.27
August 31 2023,Wahkiakum,WA,Passenger,26,18,44,3032,3076,1.43
March 31 2022,Columbia,WA,Passenger,6,0,6,2446,2452,0.24
February 28 2023,Pend Oreille,WA,Passenger,26,13,39,8922,8961,0.44
January 31 2020,Okanogan,WA,Truck,0,0,0,16550,16550,0
July 31 2017,Columbia,WA,Truck,0,0,0,1534,1534,0
June 30 2020,Pend Oreille,WA,Passenger,7,6,13,9241,9254,0.14
April 30 2023,Chelan,WA,Passenger,603,154,757,54161,54918,1.38
May 31 2021,Jefferson,WA,Truck,0,0,0,9612,9612,0
June 30 2021,Kitsap,WA,Truck,0,0,0,54435,54435,0
January 31 2017,Thurston,WA,Passenger,336,299,635,184923,185558,0.34
November 30 2017,Lewis,WA,Truck,0,0,0,25238,25238,0
February 28 2023,Wahkiakum,WA,Truck,1,0,1,1793,1794,0.06
July 31 2022,Grays Harbor,WA,Passenger,214,162,376,48895,49271,0.76
February 28 2022,Kitsap,WA,Passenger,2227,980,3207,179396,182603,1.76
November 30 2023,Clark,WA,Passenger,6920,2596,9516,311267,320783,2.97
August 31 2020,Thurston,WA,Passenger,1194,751,1945,196970,198915,0.98
August 31 2022,Yakima,WA,Truck,1,0,1,61349,61350,0
October 31 2023,Pierce,WA,Truck,195,0,195,134628,134823,0.14
April 30 2023,Jefferson,WA,Truck,10,0,10,9324,9334,0.11
November 30 2023,Island,WA,Truck,39,0,39,20766,20805,0.19
November 30 2018,Lewis,WA,Passenger,89,73,162,58210,58372,0.28
January 31 2021,Spokane,WA,Passenger,909,551,1460,320847,322307,0.45
April 30 2020,Chelan,WA,Passenger,224,80,304,54224,54528,0.56
January 31 2017,Adams,WA,Truck,0,0,0,5076,5076,0
May 31 2023,Chelan,WA,Passenger,619,159,778,54233,55011,1.41
May 31 2017,Stevens,WA,Truck,0,0,0,18251,18251,0
May 31 2021,Clark,WA,Truck,0,0,0,84159,84159,0
June 30 2017,Okanogan,WA,Truck,0,0,0,16203,16203,0
September 30 2022,Asotin,WA,Passenger,25,19,44,12580,12624,0.35
August 31 2023,Skamania,WA,Truck,1,0,1,3817,3818,0.03
November 30 2022,Stevens,WA,Passenger,87,56,143,30005,30148,0.47
January 31 2023,Kittitas,WA,Truck,5,0,5,14557,14562,0.03
November 30 2023,Klickitat,WA,Truck,14,0,14,8180,8194,0.17
September 30 2017,Whatcom,WA,Truck,2,0,2,41838,41840,0
June 30 2018,Klickitat,WA,Truck,0,0,0,8113,8113,0
September 30 2019,King,WA,Passenger,20419,7281,27700,1394482,1422182,1.95
June 30 2018,Jefferson,WA,Truck,0,0,0,9541,9541,0
February 29 2024,Clark,WA,Passenger,7438,2707,10145,302990,313135,3.24
June 30 2017,Cowlitz,WA,Passenger,50,60,110,69648,69758,0.16
September 30 2017,Jefferson,WA,Passenger,114,65,179,24008,24187,0.74
August 31 2017,Benton,WA,Truck,0,0,0,40166,40166,0
September 30 2023,Whatcom,WA,Truck,67,0,67,42482,42549,0.16
December 31 2020,Whatcom,WA,Passenger,1218,550,1768,149983,151751,1.17
January 31 2020,King,WA,Truck,6,1,7,182624,182631,0
January 31 2019,Walla Walla,WA,Truck,0,0,0,13536,13536,0
August 31 2023,Kitsap,WA,Passenger,3463,1359,4822,175476,180298,2.67
October 31 2023,Ferry,WA,Truck,0,0,0,3507,3507,0
April 30 2021,Clark,WA,Truck,0,0,0,84168,84168,0
February 28 2021,Benton,WA,Truck,0,0,0,43379,43379,0
July 31 2021,Skagit,WA,Truck,1,0,1,33007,33008,0
February 29 2024,Franklin,WA,Passenger,394,172,566,59985,60551,0.93
September 30 2021,Skamania,WA,Passenger,53,39,92,8375,8467,1.09
July 31 2017,Skamania,WA,Passenger,9,7,16,8550,8566,0.19
February 29 2024,Yakima,WA,Passenger,666,306,972,160414,161386,0.6
June 30 2018,King,WA,Passenger,13165,5677,18842,1370856,1389698,1.36
October 31 2022,Yakima,WA,Passenger,395,214,609,166283,166892,0.36
March 31 2018,Chelan,WA,Truck,0,0,0,21719,21719,0
July 31 2017,Walla Walla,WA,Truck,0,0,0,13178,13178,0
April 30 2019,Asotin,WA,Truck,0,0,0,6629,6629,0
April 30 2023,Kitsap,WA,Truck,63,0,63,52473,52536,0.12
February 29 2024,Grant,WA,Truck,18,0,18,26814,26832,0.07
September 30 2019,Spokane,WA,Truck,1,0,1,95744,95745,0
June 30 2017,Lewis,WA,Truck,0,0,0,24845,24845,0
July 31 2021,Mason,WA,Truck,0,0,0,21330,21330,0
October 31 2019,Pend Oreille,WA,Truck,0,0,0,5736,5736,0
February 29 2020,Snohomish,WA,Passenger,4301,1728,6029,538037,544066,1.11
January 31 2019,Grays Harbor,WA,Passenger,67,76,143,47444,47587,0.3
February 29 2024,Lewis,WA,Passenger,405,318,723,56464,57187,1.26
October 31 2021,Lincoln,WA,Truck,0,0,0,4802,4802,0
December 31 2020,Adams,WA,Passenger,10,7,17,12956,12973,0.13
December 31 2021,Pierce,WA,Truck,0,0,0,144697,144697,0
November 30 2018,Jefferson,WA,Truck,0,0,0,9608,9608,0
September 30 2022,Stevens,WA,Passenger,81,56,137,30029,30166,0.45
May 31 2018,Clark,WA,Passenger,963,696,1659,307117,308776,0.54
November 30 2021,Skamania,WA,Passenger,57,40,97,8331,8428,1.15
November 30 2019,San Juan,WA,Truck,0,0,0,5925,5925,0
April 30 2020,Chelan,WA,Truck,0,0,0,22455,22455,0
June 30 2018,Grays Harbor,WA,Passenger,52,58,110,46572,46682,0.24
July 31 2020,San Juan,WA,Passenger,311,94,405,13952,14357,2.82
October 31 2018,Pend Oreille,WA,Truck,0,0,0,5752,5752,0
May 31 2022,Skagit,WA,Truck,2,0,2,32381,32383,0.01
February 29 2020,Chelan,WA,Truck,0,0,0,22570,22570,0
June 30 2017,Skagit,WA,Passenger,140,103,243,88071,88314,0.28
June 30 2018,Kittitas,WA,Truck,0,0,0,14059,14059,0
